student_id,course_code,course_name,credits,semester,status
SV0099,CSE118,ERP,3,1,Hoàn thành
SV0099,CSE458,ERP,3,1,Hoàn thành
SV0099,CSE494,AI,4,1,Học lại
SV0100,CSE232,ERP,4,1,Đang học
SV0100,CSE102,AI,3,1,Hoàn thành
SV0100,CSE418,ERP,2,1,Học lại
SV0100,CSE437,HCI,3,1,Đang học
SV0100,CSE185,Mạng máy tính,4,1,Học lại
SV0100,CSE312,CSDL,2,1,Đang học
SV0100,CSE148,Mạng máy tính,4,1,Đang học
SV0101,CSE375,Lập trình Python,3,2,Hoàn thành
SV0101,CSE202,ERP,4,2,Hoàn thành
SV0101,CSE200,Mạng máy tính,3,2,Đang học
SV0101,CSE251,Mạng máy tính,2,2,Học lại
SV0101,CSE435,AI,3,2,Học lại
SV0101,CSE137,HCI,2,2,Hoàn thành
SV0101,CSE306,AI,2,2,Đang học
SV0102,CSE287,HCI,3,1,Hoàn thành
SV0102,CSE274,Mạng máy tính,2,1,Đang học
SV0102,CSE335,Mạng máy tính,3,1,Đang học
SV0102,CSE274,HCI,3,1,Hoàn thành
SV0102,CSE123,Mạng máy tính,2,1,Học lại
SV0103,CSE211,CSDL,4,2,Học lại
SV0103,CSE124,Mạng máy tính,2,2,Hoàn thành
SV0103,CSE315,CSDL,4,2,Đang học
SV0103,CSE258,HCI,3,2,Hoàn thành
SV0104,CSE348,CSDL,3,2,Học lại
SV0104,CSE369,AI,3,2,Hoàn thành
SV0104,CSE406,Lập trình Python,4,2,Hoàn thành
SV0104,CSE363,ERP,2,2,Hoàn thành
SV0104,CSE365,Mạng máy tính,4,2,Hoàn thành
SV0104,CSE296,ERP,4,2,Học lại
SV0104,CSE436,Mạng máy tính,3,2,Đang học
SV0105,CSE285,HCI,3,2,Hoàn thành
SV0105,CSE174,CSDL,3,2,Hoàn thành
SV0105,CSE394,AI,2,2,Học lại
SV0105,CSE220,ERP,2,2,Đang học
SV0105,CSE385,CSDL,4,2,Học lại
SV0105,CSE337,ERP,2,2,Hoàn thành
SV0106,CSE491,Mạng máy tính,3,2,Hoàn thành
SV0106,CSE244,AI,2,2,Đang học
SV0106,CSE415,Mạng máy tính,3,2,Hoàn thành
SV0106,CSE228,AI,2,2,Học lại
SV0106,CSE319,CSDL,3,2,Đang học
SV0106,CSE268,CSDL,2,2,Hoàn thành
SV0106,CSE130,HCI,2,2,Đang học
SV0107,CSE230,Lập trình Python,3,1,Hoàn thành
SV0107,CSE321,HCI,3,1,Hoàn thành
SV0107,CSE233,Mạng máy tính,4,1,Hoàn thành
SV0107,CSE241,HCI,4,1,Học lại
SV0107,CSE325,AI,3,1,Học lại
SV0108,CSE481,Lập trình Python,3,1,Đang học
SV0108,CSE101,Lập trình Python,2,1,Hoàn thành
SV0108,CSE276,HCI,2,1,Hoàn thành
SV0108,CSE222,HCI,4,1,Hoàn thành
SV0108,CSE179,CSDL,3,1,Đang học
SV0109,CSE242,ERP,2,1,Đang học
SV0109,CSE336,AI,3,1,Đang học
SV0109,CSE134,Mạng máy tính,3,1,Hoàn thành
SV0109,CSE251,CSDL,2,1,Đang học
SV0109,CSE122,AI,2,1,Học lại
SV0110,CSE259,ERP,3,2,Hoàn thành
SV0110,CSE494,Mạng máy tính,3,2,Hoàn thành
SV0110,CSE243,Lập trình Python,4,2,Đang học
SV0110,CSE179,CSDL,3,2,Hoàn thành
SV0110,CSE118,Mạng máy tính,4,2,Học lại
SV0110,CSE283,Mạng máy tính,3,2,Hoàn thành
SV0110,CSE160,HCI,2,2,Học lại
SV0111,CSE369,Lập trình Python,4,2,Đang học
SV0111,CSE144,Lập trình Python,2,2,Hoàn thành
SV0111,CSE344,Mạng máy tính,3,2,Hoàn thành
SV0111,CSE184,Mạng máy tính,2,2,Học lại
SV0111,CSE416,Lập trình Python,4,2,Đang học
SV0111,CSE196,AI,3,2,Đang học
SV0111,CSE138,CSDL,3,2,Hoàn thành
SV0112,CSE378,CSDL,2,1,Học lại
SV0112,CSE179,HCI,3,1,Học lại
SV0112,CSE345,ERP,2,1,Hoàn thành
SV0112,CSE302,HCI,4,1,Đang học
SV0112,CSE125,AI,2,1,Học lại
SV0113,CSE362,CSDL,2,1,Đang học
SV0113,CSE371,Mạng máy tính,2,1,Học lại
SV0113,CSE365,Mạng máy tính,2,1,Học lại
SV0113,CSE469,HCI,2,1,Đang học
SV0113,CSE395,Mạng máy tính,2,1,Học lại
SV0114,CSE213,HCI,3,2,Đang học
SV0114,CSE142,Lập trình Python,3,2,Học lại
SV0114,CSE383,Lập trình Python,4,2,Học lại
SV0114,CSE441,AI,2,2,Học lại
SV0115,CSE311,AI,2,2,Hoàn thành
SV0115,CSE206,HCI,3,2,Học lại
SV0115,CSE457,Lập trình Python,3,2,Hoàn thành
SV0115,CSE140,HCI,2,2,Hoàn thành
SV0115,CSE468,Mạng máy tính,4,2,Đang học
SV0115,CSE382,CSDL,2,2,Đang học
SV0116,CSE256,Mạng máy tính,3,1,Hoàn thành
SV0116,CSE434,ERP,4,1,Hoàn thành
SV0116,CSE254,HCI,2,1,Đang học
SV0116,CSE131,Lập trình Python,2,1,Học lại
SV0116,CSE463,ERP,2,1,Đang học
SV0116,CSE412,HCI,4,1,Đang học
SV0116,CSE362,ERP,4,1,Học lại
SV0117,CSE390,ERP,4,1,Hoàn thành
SV0117,CSE145,Lập trình Python,3,1,Đang học
SV0117,CSE265,AI,3,1,Học lại
SV0117,CSE116,Lập trình Python,4,1,Hoàn thành
SV0117,CSE397,CSDL,3,1,Học lại
SV0117,CSE171,Mạng máy tính,2,1,Học lại
SV0117,CSE318,AI,4,1,Đang học
SV0118,CSE417,Mạng máy tính,3,2,Hoàn thành
SV0118,CSE376,Lập trình Python,2,2,Hoàn thành
SV0118,CSE357,Mạng máy tính,4,2,Đang học
SV0118,CSE135,ERP,2,2,Học lại
SV0118,CSE434,Lập trình Python,2,2,Đang học
SV0118,CSE197,ERP,2,2,Hoàn thành
SV0119,CSE387,Mạng máy tính,4,2,Đang học
SV0119,CSE267,AI,3,2,Hoàn thành
SV0119,CSE253,CSDL,2,2,Hoàn thành
SV0119,CSE362,CSDL,2,2,Học lại
SV0119,CSE478,CSDL,3,2,Hoàn thành
SV0119,CSE234,CSDL,4,2,Học lại
SV0119,CSE485,CSDL,4,2,Học lại
SV0120,CSE421,Mạng máy tính,2,2,Hoàn thành
SV0120,CSE259,Lập trình Python,2,2,Đang học
SV0120,CSE186,CSDL,4,2,Đang học
SV0120,CSE147,Lập trình Python,3,2,Đang học
SV0121,CSE370,CSDL,3,2,Đang học
SV0121,CSE208,ERP,3,2,Hoàn thành
SV0121,CSE455,AI,2,2,Học lại
SV0121,CSE448,Mạng máy tính,4,2,Đang học
SV0122,CSE113,Lập trình Python,4,1,Hoàn thành
SV0122,CSE300,CSDL,3,1,Học lại
SV0122,CSE125,AI,4,1,Đang học
SV0122,CSE242,ERP,4,1,Đang học
SV0122,CSE467,ERP,3,1,Đang học
SV0123,CSE177,AI,2,1,Đang học
SV0123,CSE218,CSDL,4,1,Học lại
SV0123,CSE203,ERP,3,1,Hoàn thành
SV0123,CSE369,HCI,3,1,Học lại
SV0123,CSE497,ERP,2,1,Đang học
SV0123,CSE245,ERP,2,1,Học lại
SV0124,CSE111,HCI,2,2,Học lại
SV0124,CSE189,Mạng máy tính,4,2,Học lại
SV0124,CSE158,ERP,3,2,Đang học
SV0124,CSE316,HCI,2,2,Hoàn thành
SV0124,CSE433,AI,2,2,Hoàn thành
SV0124,CSE367,AI,2,2,Đang học
SV0124,CSE402,Mạng máy tính,3,2,Đang học
SV0125,CSE318,Lập trình Python,3,2,Học lại
SV0125,CSE138,ERP,4,2,Đang học
SV0125,CSE145,CSDL,2,2,Hoàn thành
SV0125,CSE223,CSDL,4,2,Hoàn thành
SV0125,CSE172,Mạng máy tính,3,2,Học lại
SV0126,CSE168,Mạng máy tính,2,2,Hoàn thành
SV0126,CSE358,HCI,2,2,Hoàn thành
SV0126,CSE338,AI,3,2,Đang học
SV0126,CSE295,HCI,3,2,Đang học
SV0126,CSE379,Mạng máy tính,2,2,Đang học
SV0126,CSE242,Mạng máy tính,2,2,Học lại
SV0127,CSE328,Lập trình Python,4,2,Hoàn thành
SV0127,CSE165,CSDL,2,2,Đang học
SV0127,CSE374,AI,4,2,Học lại
SV0127,CSE485,Lập trình Python,3,2,Học lại
SV0128,CSE254,ERP,4,2,Hoàn thành
SV0128,CSE145,HCI,2,2,Học lại
SV0128,CSE404,AI,3,2,Học lại
SV0128,CSE230,Mạng máy tính,4,2,Học lại
SV0129,CSE452,Mạng máy tính,3,2,Đang học
SV0129,CSE474,ERP,3,2,Đang học
SV0129,CSE463,ERP,2,2,Đang học
SV0129,CSE161,Mạng máy tính,3,2,Học lại
SV0130,CSE487,ERP,3,2,Hoàn thành
SV0130,CSE437,Mạng máy tính,2,2,Đang học
SV0130,CSE242,ERP,4,2,Đang học
SV0130,CSE138,HCI,3,2,Đang học
SV0130,CSE240,Mạng máy tính,3,2,Đang học
SV0130,CSE480,CSDL,4,2,Hoàn thành
SV0131,CSE279,HCI,3,1,Học lại
SV0131,CSE167,AI,2,1,Đang học
SV0131,CSE384,HCI,4,1,Đang học
SV0131,CSE434,HCI,3,1,Đang học
SV0131,CSE358,ERP,3,1,Hoàn thành
SV0132,CSE199,Mạng máy tính,4,2,Học lại
SV0132,CSE240,CSDL,3,2,Học lại
SV0132,CSE303,AI,2,2,Đang học
SV0132,CSE445,Lập trình Python,3,2,Học lại
SV0133,CSE321,Lập trình Python,2,1,Học lại
SV0133,CSE150,AI,4,1,Hoàn thành
SV0133,CSE460,CSDL,4,1,Hoàn thành
SV0133,CSE476,ERP,3,1,Học lại
SV0134,CSE309,CSDL,4,2,Học lại
SV0134,CSE350,Lập trình Python,3,2,Học lại
SV0134,CSE159,AI,4,2,Hoàn thành
SV0134,CSE445,CSDL,4,2,Hoàn thành
SV0134,CSE284,HCI,4,2,Học lại
SV0134,CSE190,AI,2,2,Học lại
SV0134,CSE141,CSDL,2,2,Hoàn thành
SV0135,CSE466,Mạng máy tính,4,2,Đang học
SV0135,CSE218,CSDL,4,2,Đang học
SV0135,CSE262,CSDL,4,2,Học lại
SV0135,CSE114,Lập trình Python,3,2,Hoàn thành
SV0135,CSE101,CSDL,3,2,Học lại
SV0135,CSE157,AI,3,2,Học lại
SV0135,CSE206,Mạng máy tính,3,2,Học lại
SV0136,CSE484,Mạng máy tính,4,1,Hoàn thành
SV0136,CSE156,Lập trình Python,2,1,Hoàn thành
SV0136,CSE414,AI,2,1,Hoàn thành
SV0136,CSE329,CSDL,4,1,Học lại
SV0137,CSE297,AI,3,1,Hoàn thành
SV0137,CSE455,AI,2,1,Hoàn thành
SV0137,CSE263,AI,2,1,Hoàn thành
SV0137,CSE486,AI,2,1,Đang học
SV0138,CSE109,ERP,2,1,Học lại
SV0138,CSE487,ERP,2,1,Đang học
SV0138,CSE464,HCI,4,1,Học lại
SV0138,CSE457,Mạng máy tính,4,1,Hoàn thành
SV0138,CSE430,AI,2,1,Hoàn thành
SV0138,CSE483,AI,2,1,Học lại
SV0138,CSE219,AI,2,1,Hoàn thành
SV0139,CSE380,Mạng máy tính,4,1,Đang học
SV0139,CSE105,Mạng máy tính,3,1,Đang học
SV0139,CSE160,AI,3,1,Hoàn thành
SV0139,CSE357,ERP,3,1,Hoàn thành
SV0139,CSE203,AI,4,1,Học lại
SV0139,CSE417,HCI,2,1,Hoàn thành
SV0139,CSE130,Lập trình Python,4,1,Học lại
SV0140,CSE113,HCI,3,1,Hoàn thành
SV0140,CSE176,AI,2,1,Đang học
SV0140,CSE115,HCI,4,1,Hoàn thành
SV0140,CSE419,HCI,2,1,Hoàn thành
SV0140,CSE428,HCI,3,1,Hoàn thành
SV0141,CSE470,ERP,3,2,Học lại
SV0141,CSE150,HCI,3,2,Học lại
SV0141,CSE254,Lập trình Python,2,2,Hoàn thành
SV0141,CSE129,AI,3,2,Hoàn thành
SV0141,CSE414,HCI,3,2,Học lại
SV0141,CSE491,HCI,4,2,Hoàn thành
SV0142,CSE113,ERP,3,1,Hoàn thành
SV0142,CSE486,Lập trình Python,2,1,Hoàn thành
SV0142,CSE113,HCI,4,1,Học lại
SV0142,CSE376,Mạng máy tính,3,1,Đang học
SV0142,CSE213,HCI,4,1,Hoàn thành
SV0142,CSE349,HCI,2,1,Đang học
SV0142,CSE477,Mạng máy tính,3,1,Đang học
SV0143,CSE279,CSDL,2,2,Hoàn thành
SV0143,CSE200,Lập trình Python,2,2,Hoàn thành
SV0143,CSE336,AI,3,2,Hoàn thành
SV0143,CSE140,CSDL,4,2,Đang học
SV0143,CSE462,AI,4,2,Đang học
SV0143,CSE197,HCI,4,2,Học lại
SV0143,CSE292,CSDL,4,2,Hoàn thành
SV0144,CSE270,CSDL,4,1,Đang học
SV0144,CSE347,Mạng máy tính,2,1,Học lại
SV0144,CSE141,Mạng máy tính,2,1,Học lại
SV0144,CSE351,AI,3,1,Đang học
SV0145,CSE125,Mạng máy tính,3,2,Đang học
SV0145,CSE301,HCI,3,2,Hoàn thành
SV0145,CSE222,ERP,3,2,Hoàn thành
SV0145,CSE233,CSDL,2,2,Học lại
SV0146,CSE490,Mạng máy tính,4,1,Học lại
SV0146,CSE348,ERP,2,1,Đang học
SV0146,CSE481,Mạng máy tính,2,1,Học lại
SV0146,CSE229,Mạng máy tính,3,1,Đang học
SV0146,CSE172,Mạng máy tính,4,1,Học lại
SV0146,CSE293,HCI,2,1,Đang học
SV0146,CSE446,Mạng máy tính,4,1,Học lại
SV0147,CSE473,AI,3,2,Học lại
SV0147,CSE368,CSDL,3,2,Đang học
SV0147,CSE416,ERP,3,2,Đang học
SV0147,CSE150,CSDL,4,2,Học lại
SV0147,CSE372,ERP,3,2,Đang học
SV0147,CSE449,HCI,3,2,Học lại
SV0148,CSE170,HCI,4,1,Đang học
SV0148,CSE453,HCI,4,1,Học lại
SV0148,CSE182,Mạng máy tính,4,1,Hoàn thành
SV0148,CSE187,Mạng máy tính,2,1,Hoàn thành
SV0149,CSE175,CSDL,4,2,Hoàn thành
SV0149,CSE253,Mạng máy tính,4,2,Học lại
SV0149,CSE475,AI,2,2,Hoàn thành
SV0149,CSE486,ERP,2,2,Hoàn thành
SV0150,CSE168,Mạng máy tính,2,1,Học lại
SV0150,CSE441,ERP,3,1,Đang học
SV0150,CSE452,Mạng máy tính,3,1,Học lại
SV0150,CSE342,Lập trình Python,4,1,Hoàn thành
SV0150,CSE458,Lập trình Python,4,1,Hoàn thành
SV0150,CSE465,Mạng máy tính,2,1,Đang học
SV0150,CSE149,ERP,3,1,Học lại
SV0151,CSE290,Mạng máy tính,4,1,Hoàn thành
SV0151,CSE325,ERP,4,1,Học lại
SV0151,CSE488,HCI,2,1,Học lại
SV0151,CSE239,Lập trình Python,3,1,Đang học
SV0151,CSE272,Mạng máy tính,3,1,Hoàn thành
SV0151,CSE299,ERP,3,1,Đang học
SV0152,CSE368,CSDL,3,1,Học lại
SV0152,CSE137,AI,4,1,Đang học
SV0152,CSE162,ERP,2,1,Đang học
SV0152,CSE427,ERP,3,1,Hoàn thành
SV0153,CSE309,Lập trình Python,4,2,Đang học
SV0153,CSE244,AI,4,2,Học lại
SV0153,CSE273,HCI,2,2,Hoàn thành
SV0153,CSE103,Mạng máy tính,4,2,Hoàn thành
SV0153,CSE154,Lập trình Python,2,2,Hoàn thành
SV0154,CSE293,CSDL,3,2,Hoàn thành
SV0154,CSE232,Mạng máy tính,3,2,Học lại
SV0154,CSE438,Mạng máy tính,3,2,Đang học
SV0154,CSE350,Mạng máy tính,3,2,Đang học
SV0154,CSE299,AI,4,2,Hoàn thành
SV0154,CSE446,CSDL,4,2,Đang học
SV0155,CSE278,Lập trình Python,4,1,Đang học
SV0155,CSE226,ERP,4,1,Đang học
SV0155,CSE410,ERP,4,1,Hoàn thành
SV0155,CSE470,Mạng máy tính,4,1,Học lại
SV0155,CSE103,Lập trình Python,4,1,Học lại
SV0155,CSE325,Mạng máy tính,4,1,Học lại
SV0156,CSE222,ERP,2,2,Đang học
SV0156,CSE379,AI,2,2,Học lại
SV0156,CSE104,ERP,4,2,Học lại
SV0156,CSE304,CSDL,2,2,Đang học
SV0156,CSE318,Lập trình Python,2,2,Hoàn thành
SV0157,CSE340,HCI,2,1,Học lại
SV0157,CSE460,ERP,3,1,Đang học
SV0157,CSE178,Mạng máy tính,3,1,Đang học
SV0157,CSE175,HCI,3,1,Học lại
SV0157,CSE282,Mạng máy tính,3,1,Đang học
SV0157,CSE309,HCI,4,1,Hoàn thành
SV0158,CSE431,ERP,2,1,Học lại
SV0158,CSE339,Lập trình Python,4,1,Học lại
SV0158,CSE137,ERP,4,1,Hoàn thành
SV0158,CSE354,HCI,4,1,Đang học
SV0158,CSE347,ERP,2,1,Học lại
SV0158,CSE122,Mạng máy tính,2,1,Hoàn thành
SV0158,CSE475,HCI,4,1,Đang học
SV0159,CSE390,Lập trình Python,3,1,Học lại
SV0159,CSE128,Lập trình Python,3,1,Hoàn thành
SV0159,CSE461,Mạng máy tính,4,1,Học lại
SV0159,CSE399,AI,2,1,Hoàn thành
SV0159,CSE322,HCI,2,1,Đang học
SV0159,CSE263,HCI,3,1,Hoàn thành
SV0159,CSE348,CSDL,3,1,Hoàn thành
SV0160,CSE246,Lập trình Python,2,2,Học lại
SV0160,CSE252,HCI,4,2,Học lại
SV0160,CSE128,CSDL,3,2,Hoàn thành
SV0160,CSE139,CSDL,2,2,Học lại
SV0161,CSE243,Mạng máy tính,2,2,Hoàn thành
SV0161,CSE405,Mạng máy tính,2,2,Đang học
SV0161,CSE205,HCI,3,2,Hoàn thành
SV0161,CSE455,ERP,2,2,Học lại
SV0161,CSE386,Mạng máy tính,4,2,Hoàn thành
SV0161,CSE265,CSDL,2,2,Đang học
SV0162,CSE135,ERP,4,2,Học lại
SV0162,CSE245,Lập trình Python,3,2,Đang học
SV0162,CSE371,Lập trình Python,4,2,Học lại
SV0162,CSE417,AI,2,2,Hoàn thành
SV0163,CSE282,Mạng máy tính,2,1,Hoàn thành
SV0163,CSE406,Lập trình Python,3,1,Hoàn thành
SV0163,CSE319,AI,3,1,Hoàn thành
SV0163,CSE175,ERP,4,1,Đang học
SV0163,CSE443,AI,4,1,Học lại
SV0163,CSE217,AI,3,1,Học lại
SV0163,CSE425,CSDL,2,1,Học lại
SV0164,CSE290,Mạng máy tính,3,1,Hoàn thành
SV0164,CSE175,CSDL,3,1,Học lại
SV0164,CSE494,Lập trình Python,3,1,Đang học
SV0164,CSE473,CSDL,4,1,Đang học
SV0164,CSE257,Lập trình Python,2,1,Hoàn thành
SV0164,CSE293,AI,3,1,Đang học
SV0165,CSE390,ERP,3,1,Hoàn thành
SV0165,CSE461,HCI,3,1,Học lại
SV0165,CSE492,HCI,4,1,Học lại
SV0165,CSE211,AI,4,1,Hoàn thành
SV0165,CSE258,Mạng máy tính,3,1,Học lại
SV0165,CSE190,CSDL,2,1,Đang học
SV0166,CSE372,HCI,2,1,Học lại
SV0166,CSE254,ERP,2,1,Đang học
SV0166,CSE476,ERP,4,1,Đang học
SV0166,CSE469,HCI,2,1,Đang học
SV0166,CSE112,HCI,2,1,Đang học
SV0167,CSE414,AI,4,2,Học lại
SV0167,CSE459,AI,3,2,Học lại
SV0167,CSE318,ERP,3,2,Học lại
SV0167,CSE464,AI,2,2,Học lại
SV0167,CSE223,CSDL,3,2,Đang học
SV0168,CSE356,CSDL,4,2,Hoàn thành
SV0168,CSE155,AI,2,2,Đang học
SV0168,CSE325,HCI,2,2,Hoàn thành
SV0168,CSE435,ERP,4,2,Đang học
SV0168,CSE268,CSDL,3,2,Hoàn thành
SV0168,CSE439,ERP,3,2,Học lại
SV0169,CSE380,Mạng máy tính,3,2,Hoàn thành
SV0169,CSE407,Lập trình Python,4,2,Học lại
SV0169,CSE153,Lập trình Python,3,2,Hoàn thành
SV0169,CSE454,HCI,2,2,Học lại
SV0169,CSE261,Mạng máy tính,3,2,Hoàn thành
SV0170,CSE420,ERP,3,1,Đang học
SV0170,CSE304,Lập trình Python,3,1,Học lại
SV0170,CSE190,HCI,3,1,Hoàn thành
SV0170,CSE467,ERP,3,1,Hoàn thành
SV0170,CSE306,HCI,3,1,Đang học
SV0171,CSE482,HCI,4,1,Hoàn thành
SV0171,CSE167,Lập trình Python,3,1,Hoàn thành
SV0171,CSE285,ERP,3,1,Hoàn thành
SV0171,CSE195,CSDL,2,1,Đang học
SV0171,CSE393,CSDL,3,1,Hoàn thành
SV0171,CSE152,HCI,3,1,Học lại
SV0171,CSE236,AI,4,1,Học lại
SV0172,CSE485,Mạng máy tính,3,1,Hoàn thành
SV0172,CSE187,HCI,4,1,Học lại
SV0172,CSE116,ERP,2,1,Đang học
SV0172,CSE171,HCI,4,1,Hoàn thành
SV0172,CSE208,AI,3,1,Hoàn thành
SV0172,CSE347,AI,3,1,Hoàn thành
SV0172,CSE380,AI,4,1,Hoàn thành
SV0173,CSE362,HCI,2,1,Học lại
SV0173,CSE171,Lập trình Python,4,1,Học lại
SV0173,CSE376,Lập trình Python,3,1,Học lại
SV0173,CSE365,CSDL,4,1,Học lại
SV0173,CSE248,Mạng máy tính,4,1,Hoàn thành
SV0173,CSE372,Mạng máy tính,3,1,Hoàn thành
SV0174,CSE220,HCI,3,1,Đang học
SV0174,CSE212,AI,2,1,Học lại
SV0174,CSE413,ERP,3,1,Hoàn thành
SV0174,CSE319,ERP,3,1,Đang học
SV0174,CSE376,HCI,2,1,Đang học
SV0174,CSE116,CSDL,2,1,Đang học
SV0174,CSE392,Mạng máy tính,2,1,Đang học
SV0175,CSE442,AI,2,2,Hoàn thành
SV0175,CSE462,Lập trình Python,2,2,Học lại
SV0175,CSE298,ERP,2,2,Đang học
SV0175,CSE271,AI,2,2,Hoàn thành
SV0175,CSE448,CSDL,3,2,Học lại
SV0175,CSE474,AI,2,2,Hoàn thành
SV0175,CSE462,HCI,4,2,Đang học
SV0176,CSE273,HCI,3,2,Đang học
SV0176,CSE252,ERP,4,2,Học lại
SV0176,CSE361,ERP,4,2,Đang học
SV0176,CSE433,CSDL,2,2,Hoàn thành
SV0176,CSE257,AI,4,2,Học lại
SV0176,CSE466,ERP,2,2,Đang học
SV0177,CSE147,Mạng máy tính,3,1,Đang học
SV0177,CSE192,CSDL,2,1,Học lại
SV0177,CSE121,ERP,3,1,Hoàn thành
SV0177,CSE102,Mạng máy tính,2,1,Đang học
SV0177,CSE441,ERP,2,1,Học lại
SV0177,CSE348,ERP,3,1,Hoàn thành
SV0178,CSE481,AI,3,1,Hoàn thành
SV0178,CSE105,AI,4,1,Hoàn thành
SV0178,CSE499,AI,4,1,Hoàn thành
SV0178,CSE228,HCI,3,1,Đang học
SV0178,CSE271,CSDL,2,1,Học lại
SV0178,CSE384,HCI,4,1,Hoàn thành
SV0178,CSE435,HCI,3,1,Học lại
SV0179,CSE395,AI,3,2,Đang học
SV0179,CSE256,ERP,2,2,Đang học
SV0179,CSE172,CSDL,3,2,Học lại
SV0179,CSE361,AI,4,2,Hoàn thành
SV0180,CSE370,ERP,3,2,Hoàn thành
SV0180,CSE330,AI,2,2,Học lại
SV0180,CSE277,Mạng máy tính,2,2,Học lại
SV0180,CSE217,Lập trình Python,4,2,Học lại
SV0181,CSE303,ERP,4,1,Đang học
SV0181,CSE365,CSDL,4,1,Hoàn thành
SV0181,CSE473,AI,2,1,Hoàn thành
SV0181,CSE280,CSDL,4,1,Học lại
SV0181,CSE369,HCI,4,1,Học lại
SV0181,CSE175,CSDL,4,1,Hoàn thành
SV0181,CSE239,Mạng máy tính,3,1,Hoàn thành
SV0182,CSE309,CSDL,3,2,Hoàn thành
SV0182,CSE180,Mạng máy tính,2,2,Đang học
SV0182,CSE242,ERP,2,2,Học lại
SV0182,CSE115,HCI,3,2,Đang học
SV0182,CSE182,HCI,4,2,Hoàn thành
SV0183,CSE128,ERP,4,2,Học lại
SV0183,CSE252,ERP,2,2,Hoàn thành
SV0183,CSE280,ERP,2,2,Hoàn thành
SV0183,CSE119,HCI,2,2,Hoàn thành
SV0184,CSE299,Mạng máy tính,3,1,Hoàn thành
SV0184,CSE471,Mạng máy tính,4,1,Hoàn thành
SV0184,CSE152,AI,2,1,Học lại
SV0184,CSE283,AI,3,1,Đang học
SV0184,CSE175,Mạng máy tính,3,1,Học lại
SV0185,CSE142,Lập trình Python,2,1,Học lại
SV0185,CSE180,ERP,2,1,Học lại
SV0185,CSE118,Mạng máy tính,4,1,Học lại
SV0185,CSE269,Mạng máy tính,3,1,Đang học
SV0185,CSE177,ERP,4,1,Học lại
SV0185,CSE379,ERP,3,1,Đang học
SV0185,CSE184,CSDL,3,1,Hoàn thành
SV0186,CSE441,ERP,2,2,Hoàn thành
SV0186,CSE109,HCI,2,2,Hoàn thành
SV0186,CSE223,HCI,2,2,Đang học
SV0186,CSE129,ERP,3,2,Học lại
SV0187,CSE346,AI,4,1,Đang học
SV0187,CSE181,Mạng máy tính,2,1,Đang học
SV0187,CSE285,Lập trình Python,3,1,Hoàn thành
SV0187,CSE150,Mạng máy tính,4,1,Học lại
SV0187,CSE472,CSDL,3,1,Học lại
SV0187,CSE475,ERP,2,1,Học lại
SV0188,CSE246,Mạng máy tính,3,1,Đang học
SV0188,CSE302,CSDL,3,1,Hoàn thành
SV0188,CSE328,HCI,4,1,Đang học
SV0188,CSE123,Lập trình Python,4,1,Đang học
SV0189,CSE288,HCI,4,1,Hoàn thành
SV0189,CSE370,HCI,2,1,Học lại
SV0189,CSE101,CSDL,2,1,Đang học
SV0189,CSE128,ERP,2,1,Hoàn thành
SV0189,CSE445,AI,4,1,Đang học
SV0190,CSE134,ERP,2,1,Đang học
SV0190,CSE426,HCI,3,1,Hoàn thành
SV0190,CSE309,AI,4,1,Hoàn thành
SV0190,CSE391,Mạng máy tính,2,1,Đang học
SV0190,CSE160,Lập trình Python,2,1,Học lại
SV0190,CSE212,ERP,4,1,Hoàn thành
SV0191,CSE239,HCI,2,2,Đang học
SV0191,CSE429,ERP,2,2,Học lại
SV0191,CSE153,HCI,4,2,Đang học
SV0191,CSE162,AI,2,2,Hoàn thành
SV0191,CSE359,CSDL,3,2,Học lại
SV0191,CSE309,AI,4,2,Đang học
SV0192,CSE137,Mạng máy tính,3,1,Học lại
SV0192,CSE222,Lập trình Python,4,1,Hoàn thành
SV0192,CSE281,Lập trình Python,4,1,Hoàn thành
SV0192,CSE247,HCI,3,1,Hoàn thành
SV0192,CSE245,ERP,3,1,Hoàn thành
SV0192,CSE369,ERP,2,1,Đang học
SV0192,CSE400,Mạng máy tính,4,1,Đang học
SV0193,CSE120,AI,2,1,Hoàn thành
SV0193,CSE211,Lập trình Python,4,1,Hoàn thành
SV0193,CSE287,Lập trình Python,3,1,Đang học
SV0193,CSE270,Lập trình Python,4,1,Học lại
SV0194,CSE378,AI,3,1,Học lại
SV0194,CSE339,AI,3,1,Hoàn thành
SV0194,CSE456,AI,2,1,Học lại
SV0194,CSE400,Lập trình Python,2,1,Học lại
SV0194,CSE460,Lập trình Python,3,1,Đang học
SV0195,CSE228,HCI,2,2,Hoàn thành
SV0195,CSE320,ERP,3,2,Đang học
SV0195,CSE179,ERP,3,2,Đang học
SV0195,CSE478,Mạng máy tính,4,2,Học lại
SV0195,CSE288,CSDL,3,2,Đang học
SV0195,CSE401,HCI,4,2,Học lại
SV0195,CSE193,HCI,3,2,Học lại
SV0196,CSE264,AI,4,2,Đang học
SV0196,CSE372,AI,3,2,Hoàn thành
SV0196,CSE320,Mạng máy tính,4,2,Hoàn thành
SV0196,CSE470,HCI,4,2,Đang học
SV0196,CSE386,CSDL,3,2,Đang học
SV0196,CSE440,Lập trình Python,2,2,Hoàn thành
